entryId,term,scope,beforeIssue,changedStages,conceptSpecificProcess,recognitionDelta,primaryBoundary,transferTestId,sourceStatus,editorialReviewStatus,remainingGap
concept-0040,Cognitively Enhanced Virtuality,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,誇張、抽象化、可視化、非現実的表現を通じ、現実では見えにくい関係や因果を認識する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Project Research Hypothesis"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed; hypothesis not confirmed
concept-0041,Historical Formation Architecture,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,制度・人物・技術・文化の起点と変化を追い、現在へ至る形成因果を構築する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0042,Historical Consequence Architecture,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,出来事の長期帰結、制度変化、文化変化、人物選択の波及を追う。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0043,Temporal Durability,Affected historical / interface retrofit,E4の再視聴情報・持続性の候補構造・CTIの観客変化と区別。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：最初に生じた意味・経験を記述 → 時間経過や再接触後にも残る働きを観察 → 記憶・新規解釈・慣れを分ける → 長さや人気の継続と区別する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「作品の意味・未来像・表現言語が、時間経過後にも機能するかを見る。」。到達点では「時間や再接触を隔てて意味・経験の働きが残るかを問う観点。再視聴回数や放送期間を代用せず、残るものと変わるものを指定する。」として、作品の継続・意味の持続・観客の再構成を混同している。という誤用を区別できる。,作品の継続・意味の持続・観客の再構成を混同している。,concept-0043-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
concept-0044,Falsifiability,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,Falsification Hypothesisを立て、Counter-Analysisを行い、それでも残る部分だけを暫定採用する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0045,Alpha / Beta / Gold Master,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,Alphaで概念発見と構造化、Betaで操作的定義・再現性・反証、Gold Masterで安定仕様化する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0046,Broadcast / Narrowcast Environment,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,放送局、プラットフォーム、対象年齢、広告・公共サービス要請が理解容易性や表現複雑性へ与える圧力を分離する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0047,Japanese Cognitive Localisation Process,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,認知誘導訳 ▶︎ 短い文脈説明 ▶︎ 認知過程 ▶︎ 本格的な多方向文脈統合説明 ▶︎ 認識形成訳 の順で理解を形成する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0048,Multi-Contextual Integration Explanation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,理論、比較、実務、時間因果、反証など複数軸へ概念を配置し、他概念との距離と関係を形成する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0049,High-Context Cognition,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,省略された情報を文脈から補完し、複数の暗黙関係を同時に処理する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0050,Framework Cognitive Reconstruction Interface,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,Term ▶︎ Related Concepts ▶︎ Layer/Element ▶︎ Architecture ▶︎ Framework の順に関連を辿る。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0053,LLM-Mediated Cognitive Concept Localisation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,原概念と確定定義を確認し、読者の既知の概念を足場に5段階の説明候補を作り、原定義との差を人が確認する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0054,Hybrid Cognitive Localisation Architecture,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,確定データを検索し、関連概念を参照してLLMが説明候補を生成する。確認済みの説明だけを版付きで保存し、次回は再利用する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Project Research Hypothesis"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed; hypothesis not confirmed
concept-0055,Cognitive Reconstruction Lexicon,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,用語を探す → 5段階説明を読む → 近接概念と比較する → 自分の言葉で区別を再構成する → 別の文脈で使えるか確かめる。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0056,Cognitive Localisation Workflow,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,原概念と出典を確認 → 5段階説明を作成 → 類似概念との境界と反例を確認 → Public / Researchを分離 → StatusとRelated Conceptsを付与 → 版付きで保存。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0057,Context Primer,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,対象領域を示す → 身近な状況や問いを置く → 何を区別する概念かを予告する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0058,Recognition-Formation Translation,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,入口の捉え方と文脈・認知操作・関連概念を統合し、別の概念と区別できる表現として定着させる。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,概念の存在と、作品での機能・寄与・評価は別に根拠を必要とする。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
concept-0059,Temporal Audiovisual Language — Interactive 2D Prototype,Affected historical / interface retrofit,正式Layer名にLR-1〜4を同期し、Layer +1/CTIを到達層へ追加しない境界を補完。,2:primer / 3:process / 4:integration / 5:formation,Operational Recognition Route：元分析のConceptを選ぶ → 作品・時点でのFunctionを根拠とともに割り当てる → L1〜L4への到達とPathを別々に置く → 寄与と未確定を記録し元評価と分離する。 以下は概念を見分けるための編集的手順で、実証済みの心理過程を示すものではない。,入口では「概念の同一性と作品内での働きを分け、Version 2の分析位置・関係を確認する。」。到達点では「概念の同一性、作品内機能、Coreへの到達、位置、寄与を分けて追う注釈インターフェース。今回のサンドボックスは保存なしで、作品評価の自動計算をしない。」として、既存Reach文法を越え、別枠PotentialをCoreへ混算している。という誤用を区別できる。,既存Reach文法を越え、別枠PotentialをCoreへ混算している。,concept-0059-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-concept,Concept,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,事例に出会う → 類似と相違を探す → 境界を仮置きする → 反例で修正する → 未知事例へ移す TALでは、同じ名前のNodeでもFunctionが変わる場合に、どこまで同一概念かを確認する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-design,Design,Second-pass formal connection retrofit,E10の設計転用潜在力と、意匠の模倣、個別のProduction Implicationを分ける。目的・制約・選択の関係が転用可能かを問う。,None; existing five stages preserved,状況を調べる → 問いを設定する → 複数案を構成する → 試す → 影響を見て再構成する TALでは、評価から制作知へ戻す際、効果を見ただけで作者の意図を断定しない。,既存5段階を保持し、追加仕様により「E10の設計転用潜在力と、意匠の模倣、個別のProduction Implicationを分ける。目的・制約・選択の関係が転用可能かを問う。」を判断する接続と転用問題を追加。,E10の設計転用潜在力と、意匠の模倣、個別のProduction Implicationを分ける。目的・制約・選択の関係が転用可能かを問う。,bridge-design-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-architecture,Architecture,Second-pass formal connection retrofit,Core各LayerとLayer +1のArchitectureは異なる役割の正式名称。一般概念は組織原理を説明し、語の一致だけで五層を同格化しない。,None; existing five stages preserved,要素と環境を捉える → 依存と境界を見つける → 全体への制約を読む → 変更の波及を確かめる TALでは、各話の良さとSeries全体の組織化を分けて分析する。,既存5段階を保持し、追加仕様により「Core各LayerとLayer +1のArchitectureは異なる役割の正式名称。一般概念は組織原理を説明し、語の一致だけで五層を同格化しない。」を判断する接続と転用問題を追加。,Core各LayerとLayer +1のArchitectureは異なる役割の正式名称。一般概念は組織原理を説明し、語の一致だけで五層を同格化しない。,bridge-architecture-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-structure,Structure,Relations-only specification retrofit,関係の型を記述する一般概念と、正式LayerとしてのArchitectureを分ける。関係図を描けたことだけでE10の抽象化・転用潜在力を確定しない。,None; existing five stages preserved,部分を選ぶ → 関係を記述する → 配置の規則を見つける → 別の対象と関係パターンを比較する TALでは、構造の記述だけで、要素の相互作用や高度化を説明したことにしない。,関係の型を記述する一般概念と、正式LayerとしてのArchitectureを分ける。関係図を描けたことだけでE10の抽象化・転用潜在力を確定しない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-system,System,Relations-only specification retrofit,相互作用する全体の作動と、個別指標を分ける。E10が正式にあることは制作知還元System全体の実装完成を意味しない。,None; existing five stages preserved,問いと境界を置く → 入出力と相互作用を追う → フィードバックを調べる → 全体の挙動を説明する TALでは、物語世界・制作・配信の境界を明示し、作品内部と外部因果を混ぜない。,相互作用する全体の作動と、個別指標を分ける。E10が正式にあることは制作知還元System全体の実装完成を意味しない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-function,Function,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,対象領域を決める → 説明したい働きを定める → 意図・選択史・因果役割・対応規則のどれかを指定する → 副作用と区別する TALでは、一般概念Functionと、TransformerなどのTAL分析機能型を区別する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-layer,Layer,Relations-only specification retrofit,正式CoreのLayerはL1〜L4で各25%。Layer +1は同格の第五Core層ではなく、LR-1〜4の集合へも追加しない。,None; existing five stages preserved,対象を区切る → 層の同一性を定める → 重なりと接続を追う → 境界を変えて再検討する TALでは、LR-1〜LR-4がどの層に届くかを記録し、高低の順位とは解釈しない。,正式CoreのLayerはL1〜L4で各25%。Layer +1は同格の第五Core層ではなく、LR-1〜4の集合へも追加しない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-level,Level,Relations-only specification retrofit,Levelは尺度上の位置を表す一般概念。L4の4は高いLevelの意味ではなく、Coreの25%も熟達水準ではない。,None; existing five stages preserved,比較の尺度を選ぶ → 位置を置く → 間隔の意味を問う → 他の尺度と混同しない TALでは、Location Semantics Level 1–5と、TALのLayerを取り違えない。,Levelは尺度上の位置を表す一般概念。L4の4は高いLevelの意味ではなく、Coreの25%も熟達水準ではない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-dimension,Dimension,Relations-only specification retrofit,Dimensionは比較の観点。Pathの二軸やCoreの層と接続して説明できるが、軸を新たなLayerやIndexとして数えない。,None; existing five stages preserved,違いを観察する → 変動の軸を提案する → 独立性・相関を検討する → 軸の不足を反例で探す TALでは、Activation–Integrationの位置をLayerそのものや総合評価と同一視しない。,Dimensionは比較の観点。Pathの二軸やCoreの層と接続して説明できるが、軸を新たなLayerやIndexとして数えない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-element,Element,Relations-only specification retrofit,Frameworkの指定単位と一般的な構成要素を区別する。E1〜E8がCore、E9/E10も正式指標だが別枠Potentialに属する。,None; existing five stages preserved,問いを立てる → 単位を切り出す → 他の単位との関係を追う → 切り方の妥当性を試す TALでは、正式Elementの名称と、作品の因果要因や制作部品を分ける。,Frameworkの指定単位と一般的な構成要素を区別する。E1〜E8がCore、E9/E10も正式指標だが別枠Potentialに属する。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-factor,Factor,Relations-only specification retrofit,ある効果に関係する要因と、正式に定められたIndexを分ける。音がCTIに関係しそうでも新しいCTI下位指標を作らない。,None; existing five stages preserved,結果の差を見つける → 関与する変数を挙げる → 交絡や代替説明を調べる → 寄与の条件を絞る TALでは、音楽が意味形成に寄与したかを対照分析し、存在だけで因果としない。,ある効果に関係する要因と、正式に定められたIndexを分ける。音がCTIに関係しそうでも新しいCTI下位指標を作らない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-component,Component,Relations-only specification retrofit,作品・装置を成す部品と評価上の指標を分ける。音楽トラックは部品として数えられても、その数はE5やE7の配点ではない。,None; existing five stages preserved,全体の境界を定める → 部分を特定する → 接続を調べる → 部分交換による全体の変化を試す TALでは、ショットや音楽トラックを、正式Score Elementと同じ単位にしない。,作品・装置を成す部品と評価上の指標を分ける。音楽トラックは部品として数えられても、その数はE5やE7の配点ではない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-affordance,Affordance,Second-pass formal connection retrofit,E9は誰にどの認知可能性が開かれるかを問う正式Potential Index。媒体のCapabilityや使えるという実績と分ける。,None; existing five stages preserved,行為者の能力を確かめる → 環境の特徴を読む → 関係から可能な行為を見つける → 知覚・実行との差を試す TALでは、誰がどの情報関係を取り出せるかを確認し、媒体の能力や表示の手がかりと区別する。,既存5段階を保持し、追加仕様により「E9は誰にどの認知可能性が開かれるかを問う正式Potential Index。媒体のCapabilityや使えるという実績と分ける。」を判断する接続と転用問題を追加。,E9は誰にどの認知可能性が開かれるかを問う正式Potential Index。媒体のCapabilityや使えるという実績と分ける。,bridge-affordance-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-capability,Capability,Second-pass formal connection retrofit,E9の認知可能域を論じる前に、媒体・装置が何を行えるかと受け手が何を取り出せるかを分ける。,None; existing five stages preserved,主体を定める → 実行課題を示す → 条件を変えて試す → 限界を記録する TALでは、制作可能な表現が、そのまま視聴者の認知可能性になったと推定しない。,既存5段階を保持し、追加仕様により「E9の認知可能域を論じる前に、媒体・装置が何を行えるかと受け手が何を取り出せるかを分ける。」を判断する接続と転用問題を追加。,E9の認知可能域を論じる前に、媒体・装置が何を行えるかと受け手が何を取り出せるかを分ける。,bridge-capability-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-feature,Feature,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,対象を観察する → 備わる特徴を列挙する → 実行可能性との関係を調べる → 使用条件で反例を探す TALでは、高解像度や複雑な設定があることと、理解や意味生成への効果を分ける。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-signifier,Signifier,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,行為の候補を探す → 手がかりを知覚する → 意味を解釈する → 実際の可能性と照合する TALでは、音の反復が関係を示していても、受け手がその関係を利用できるかを別に問う。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-constraint,Constraint,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,可能な案を開く → 成立条件を特定する → 許される範囲を絞る → 制約変更の効果を試す TALでは、一般概念としての制約と、特定場面でConstraintとして働く分析機能を分ける。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-specification,Specification,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,必要を把握する → 条件を明文化する → 検証方法を添える → 実現案との対応を追う TALでは、E7 / E9の正式名称と、観察された作品の特徴を混ぜない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-subject,Subject,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,経験を記録する → 誰の立場かを定める → 対象との関係を読む → 行為の役割と区別する TALでは、視聴者・語り手・登場人物の誰の認識かを指定し、行為主体Agentと区別する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-object,Object,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,見る・望む・調べる関係を選ぶ → 向け先を特定する → 誰にとっての対象かを示す → 別の関係で役割を変える TALでは、物理的な物体だけでなく、記憶や制度が分析対象になる場合も区別する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-agent,Agent,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,出来事を追う → 行為・作用の担い手を特定する → 意図・制御の条件を問う → 責任帰属を別に検討する TALでは、視点を持つ人物と、実際に行為を選択できる人物を区別する。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
bridge-objectivity,Objectivity,Second-pass formal connection retrofit,CTIで比較可能な検討を目指すなら、認識変化の根拠と手続きを共有する。数値化や複数人の一致だけで客観性を保証しない。,None; existing five stages preserved,経験を保存する → 判断条件を明示する → 比較と反証へ開く → 修正と再検証を行う TALでは、主観的観察を保存し、基準と反証を通じて比較可能な分析へ進める。,既存5段階を保持し、追加仕様により「CTIで比較可能な検討を目指すなら、認識変化の根拠と手続きを共有する。数値化や複数人の一致だけで客観性を保証しない。」を判断する接続と転用問題を追加。,CTIで比較可能な検討を目指すなら、認識変化の根拠と手続きを共有する。数値化や複数人の一致だけで客観性を保証しない。,bridge-objectivity-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-subjectivity,Subjectivity,Second-pass formal connection retrofit,CTIの検討では観客の経験報告が対象になるが、報告だけで変容量や作品因果を確定しない。主観を排除することと検証可能性を混同しない。,None; existing five stages preserved,誰の経験かを残す → 条件と視点を記す → 記述と評価を分ける → 他者との比較に開く TALでは、個人的な感情を記録しつつ、そのまま作品のClassに変換しない。,既存5段階を保持し、追加仕様により「CTIの検討では観客の経験報告が対象になるが、報告だけで変容量や作品因果を確定しない。主観を排除することと検証可能性を混同しない。」を判断する接続と転用問題を追加。,CTIの検討では観客の経験報告が対象になるが、報告だけで変容量や作品因果を確定しない。主観を排除することと検証可能性を混同しない。,bridge-subjectivity-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-mechanism,Mechanism,Second-pass formal connection retrofit,E10では効果名や表層を移すのでなく、操作が働きを生む関係と成立条件を抽出する。仮説の機構と因果実証を分ける。,None; existing five stages preserved,説明したい現象を選ぶ → 関与する部分と活動を挙げる → 結び方を示す → 介入・反例で試す TALでは、音楽が注意を増幅する過程を、単に音楽が良いという評価から分ける。,既存5段階を保持し、追加仕様により「E10では効果名や表層を移すのでなく、操作が働きを生む関係と成立条件を抽出する。仮説の機構と因果実証を分ける。」を判断する接続と転用問題を追加。,E10では効果名や表層を移すのでなく、操作が働きを生む関係と成立条件を抽出する。仮説の機構と因果実証を分ける。,bridge-mechanism-transfer,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Authoring-model semantic reread; not independent expert review,Learner validation / independent expert review not performed
bridge-process,Process,Retained after audit,既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,None; existing five stages preserved,開始状態を置く → 変化と活動を追う → 分岐・依存を記す → 結果と途中経過を照合する TALでは、Core Chainや5段階理解を追い、すべてを固定した一方向の手順とみなさない。,既存の入口・到達の区別を保持。今回、新規学習効果は検証していない。,一般概念とTALでの操作的意味を区別する。,Not added; outside completion scope,"{""explanation"": ""Existing public editorial explanation"", ""learningEffect"": ""Untested""}",Existing five stages retained after scope audit; not independently revalidated,Learner validation / independent expert review not performed
