entryId,action,beforeTerm,afterTerm,changedFields,before,after,reason,source,confirmedOn,claimScope,history,audio
bridge-process,Retained after audit,Process,Process,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Process"", ""jp"": ""過程・プロセス"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何がどの順序・条件で変わっていくか。 時間的な進行と、関係の配置・パターンを区別する。"", ""primer"": ""TALでの入口：Core Chainや5段階理解を追い、すべてを固定した一方向の手順とみなさない。"", ""process"": ""開始状態を置く → 変化と活動を追う → 分岐・依存を記す → 結果と途中経過を照合する TALでは、Core Chainや5段階理解を追い、すべてを固定した一方向の手順とみなさない。"", ""integration"": ""一般概念：何がどの順序・条件で変わっていくか。 TAL Operationalisation：時間的に進む操作・変化の連なりを扱う。"", ""formation"": ""時間的に進む操作・変化の連なりを扱う。"", ""publicDefinition"": ""時間的に進む操作・変化の連なりを扱う。""}","{""term"": ""Process"", ""jp"": ""過程・プロセス"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何がどの順序・条件で変わっていくか。 時間的な進行と、関係の配置・パターンを区別する。"", ""primer"": ""TALでの入口：Core Chainや5段階理解を追い、すべてを固定した一方向の手順とみなさない。"", ""process"": ""開始状態を置く → 変化と活動を追う → 分岐・依存を記す → 結果と途中経過を照合する TALでは、Core Chainや5段階理解を追い、すべてを固定した一方向の手順とみなさない。"", ""integration"": ""一般概念：何がどの順序・条件で変わっていくか。 TAL Operationalisation：時間的に進む操作・変化の連なりを扱う。"", ""formation"": ""時間的に進む操作・変化の連なりを扱う。"", ""publicDefinition"": ""時間的に進む操作・変化の連なりを扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-loop,Retained after audit,Loop,Loop,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Loop"", ""jp"": ""ループ・戻り構造"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どこからどこへ戻ってつながるか。 戻る形だけでは結果を用いた調整は成立しない。"", ""primer"": ""TALでの入口：映像や物語の回帰を記述し、自己参照的な適用や再解釈とは区別する。"", ""process"": ""経路を追う → 戻り先を特定する → 一巡の条件を記す → 情報の帰還と区別する TALでは、映像や物語の回帰を記述し、自己参照的な適用や再解釈とは区別する。"", ""integration"": ""一般概念：どこからどこへ戻ってつながるか。 TAL Operationalisation：経路が戻る循環構造を扱う。"", ""formation"": ""経路が戻る循環構造を扱う。"", ""publicDefinition"": ""経路が戻る循環構造を扱う。""}","{""term"": ""Loop"", ""jp"": ""ループ・戻り構造"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どこからどこへ戻ってつながるか。 戻る形だけでは結果を用いた調整は成立しない。"", ""primer"": ""TALでの入口：映像や物語の回帰を記述し、自己参照的な適用や再解釈とは区別する。"", ""process"": ""経路を追う → 戻り先を特定する → 一巡の条件を記す → 情報の帰還と区別する TALでは、映像や物語の回帰を記述し、自己参照的な適用や再解釈とは区別する。"", ""integration"": ""一般概念：どこからどこへ戻ってつながるか。 TAL Operationalisation：経路が戻る循環構造を扱う。"", ""formation"": ""経路が戻る循環構造を扱う。"", ""publicDefinition"": ""経路が戻る循環構造を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-cycle,Retained after audit,Cycle,Cycle,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Cycle"", ""jp"": ""周期・循環"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの相が巡り、再び現れるか。 相の巡りと、手続きを繰り返すことは焦点が違う。"", ""primer"": ""TALでの入口：各話の反復周期が同じでも、意味や機能が変化しているかを調べる。"", ""process"": ""相を区分する → 巡る順序を追う → 一巡を同定する → 周期・変動・逸脱を調べる TALでは、各話の反復周期が同じでも、意味や機能が変化しているかを調べる。"", ""integration"": ""一般概念：どの相が巡り、再び現れるか。 TAL Operationalisation：段階を巡って再び戻る周期を扱う。"", ""formation"": ""段階を巡って再び戻る周期を扱う。"", ""publicDefinition"": ""段階を巡って再び戻る周期を扱う。""}","{""term"": ""Cycle"", ""jp"": ""周期・循環"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの相が巡り、再び現れるか。 相の巡りと、手続きを繰り返すことは焦点が違う。"", ""primer"": ""TALでの入口：各話の反復周期が同じでも、意味や機能が変化しているかを調べる。"", ""process"": ""相を区分する → 巡る順序を追う → 一巡を同定する → 周期・変動・逸脱を調べる TALでは、各話の反復周期が同じでも、意味や機能が変化しているかを調べる。"", ""integration"": ""一般概念：どの相が巡り、再び現れるか。 TAL Operationalisation：段階を巡って再び戻る周期を扱う。"", ""formation"": ""段階を巡って再び戻る周期を扱う。"", ""publicDefinition"": ""段階を巡って再び戻る周期を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-recursion,Retained after audit,Recursion,Recursion,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Recursion"", ""jp"": ""再帰"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""同じ規則が、自分の一部・結果へ再び適用されるか。 自己適用・再入と、単なる反復実行を区別する。"", ""primer"": ""TALでの入口：単なる再登場を再帰と呼ばず、何が何へ再適用されたかを示す。"", ""process"": ""規則を定める → 同じ規則を適用する下位問題を示す → 基底・停止条件を問う → 戻った結果を統合する TALでは、単なる再登場を再帰と呼ばず、何が何へ再適用されたかを示す。"", ""integration"": ""一般概念：同じ規則が、自分の一部・結果へ再び適用されるか。 TAL Operationalisation：操作や定義が自身の構造を再び参照・適用する関係を扱う。"", ""formation"": ""操作や定義が自身の構造を再び参照・適用する関係を扱う。"", ""publicDefinition"": ""操作や定義が自身の構造を再び参照・適用する関係を扱う。""}","{""term"": ""Recursion"", ""jp"": ""再帰"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""同じ規則が、自分の一部・結果へ再び適用されるか。 自己適用・再入と、単なる反復実行を区別する。"", ""primer"": ""TALでの入口：単なる再登場を再帰と呼ばず、何が何へ再適用されたかを示す。"", ""process"": ""規則を定める → 同じ規則を適用する下位問題を示す → 基底・停止条件を問う → 戻った結果を統合する TALでは、単なる再登場を再帰と呼ばず、何が何へ再適用されたかを示す。"", ""integration"": ""一般概念：同じ規則が、自分の一部・結果へ再び適用されるか。 TAL Operationalisation：操作や定義が自身の構造を再び参照・適用する関係を扱う。"", ""formation"": ""操作や定義が自身の構造を再び参照・適用する関係を扱う。"", ""publicDefinition"": ""操作や定義が自身の構造を再び参照・適用する関係を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-iteration,Retained after audit,Iteration,Iteration,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Iteration"", ""jp"": ""反復・繰り返し実行"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""同じ手順を次の回として実行するか。 回数の増加と、基準上の改善は別。"", ""primer"": ""TALでの入口：分析の再実施・編集案の改訂と、作品内の同一モチーフの繰り返しを分ける。"", ""process"": ""手順を定める → 実行する → 次の実行条件を置く → 結果の差を比較する TALでは、分析の再実施・編集案の改訂と、作品内の同一モチーフの繰り返しを分ける。"", ""integration"": ""一般概念：同じ手順を次の回として実行するか。 TAL Operationalisation：手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。"", ""formation"": ""手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。"", ""publicDefinition"": ""手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。""}","{""term"": ""Iteration"", ""jp"": ""反復・繰り返し実行"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""同じ手順を次の回として実行するか。 回数の増加と、基準上の改善は別。"", ""primer"": ""TALでの入口：分析の再実施・編集案の改訂と、作品内の同一モチーフの繰り返しを分ける。"", ""process"": ""手順を定める → 実行する → 次の実行条件を置く → 結果の差を比較する TALでは、分析の再実施・編集案の改訂と、作品内の同一モチーフの繰り返しを分ける。"", ""integration"": ""一般概念：同じ手順を次の回として実行するか。 TAL Operationalisation：手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。"", ""formation"": ""手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。"", ""publicDefinition"": ""手順を繰り返し、その結果を次の適用へつなぐ反復を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-feedback-loop,Retained after audit,Feedback Loop,Feedback Loop,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Feedback Loop"", ""jp"": ""フィードバック・ループ"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""結果・状態の情報が戻り、後続の振る舞いへ作用するか。 情報を返すだけでなく振る舞いへ作用する経路を示す。"", ""primer"": ""TALでの入口：制作や人物行為の修正に何の情報が戻るかを追い、閉じた経路だけでFeedbackとしない。"", ""process"": ""結果を観測する → 情報を戻す → 動作・入力へ反映する → 閉じた影響の経路を調べる TALでは、制作や人物行為の修正に何の情報が戻るかを追い、閉じた経路だけでFeedbackとしない。"", ""integration"": ""一般概念：結果・状態の情報が戻り、後続の振る舞いへ作用するか。 TAL Operationalisation：結果の情報が次の入力・制御へ戻る循環を扱う。"", ""formation"": ""結果の情報が次の入力・制御へ戻る循環を扱う。"", ""publicDefinition"": ""結果の情報が次の入力・制御へ戻る循環を扱う。""}","{""term"": ""Feedback Loop"", ""jp"": ""フィードバック・ループ"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""結果・状態の情報が戻り、後続の振る舞いへ作用するか。 情報を返すだけでなく振る舞いへ作用する経路を示す。"", ""primer"": ""TALでの入口：制作や人物行為の修正に何の情報が戻るかを追い、閉じた経路だけでFeedbackとしない。"", ""process"": ""結果を観測する → 情報を戻す → 動作・入力へ反映する → 閉じた影響の経路を調べる TALでは、制作や人物行為の修正に何の情報が戻るかを追い、閉じた経路だけでFeedbackとしない。"", ""integration"": ""一般概念：結果・状態の情報が戻り、後続の振る舞いへ作用するか。 TAL Operationalisation：結果の情報が次の入力・制御へ戻る循環を扱う。"", ""formation"": ""結果の情報が次の入力・制御へ戻る循環を扱う。"", ""publicDefinition"": ""結果の情報が次の入力・制御へ戻る循環を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-improvement,Second-pass formal connection retrofit,Improvement,Improvement,relations / provenance / productionImplication / revision / boundarySummary / completionScope / contentRevision / claimEvidence / formalConnection / checks / recognitionDelta / editorialReviewStatus,"{""term"": ""Improvement"", ""jp"": ""改善・向上"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何に照らして、前よりよくなったのか。 変化したことだけでは、よくなったとは言えない。"", ""primer"": ""TALでの入口：何がどのCriterionで改善したかを明示し、新しさや大きさを改善としない。"", ""process"": ""基準を明示する → 現状を記録する → 変更する → 同じ条件で比較し副作用も確認する TALでは、何がどのCriterionで改善したかを明示し、新しさや大きさを改善としない。"", ""integration"": ""一般概念：何に照らして、前よりよくなったのか。 TAL Operationalisation：指定した基準で以前より良くなる変化を扱う。"", ""formation"": ""指定した基準で以前より良くなる変化を扱う。"", ""publicDefinition"": ""指定した基準で以前より良くなる変化を扱う。""}","{""term"": ""Improvement"", ""jp"": ""改善・向上"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何に照らして、前よりよくなったのか。 変化したことだけでは、よくなったとは言えない。"", ""primer"": ""TALでの入口：何がどのCriterionで改善したかを明示し、新しさや大きさを改善としない。"", ""process"": ""基準を明示する → 現状を記録する → 変更する → 同じ条件で比較し副作用も確認する TALでは、何がどのCriterionで改善したかを明示し、新しさや大きさを改善としない。"", ""integration"": ""一般概念：何に照らして、前よりよくなったのか。 TAL Operationalisation：指定した基準で以前より良くなる変化を扱う。"", ""formation"": ""指定した基準で以前より良くなる変化を扱う。"", ""publicDefinition"": ""指定した基準で以前より良くなる変化を扱う。""}",CTIで認識が変わったという証拠があっても、改善には別のCriterionが必要。数値の上昇や反応の強まりだけを良化としない。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-change,Second-pass formal connection retrofit,Change,Change,relations / provenance / productionImplication / revision / boundarySummary / completionScope / contentRevision / claimEvidence / formalConnection / checks / recognitionDelta / editorialReviewStatus,"{""term"": ""Change"", ""jp"": ""変化・変更"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""前後で何が異なったかを、良し悪しの前に捉える。 差の成立と目標・方向に沿った進みを分ける。"", ""primer"": ""TALでの入口：Episode Deltaを記録するとき、変化そのものに良し悪しの符号を付けない。"", ""process"": ""比較時点を置く → 同一性の基準を保つ → 差を記述する → 価値判断は別の条件で行う TALでは、Episode Deltaを記録するとき、変化そのものに良し悪しの符号を付けない。"", ""integration"": ""一般概念：前後で何が異なったかを、良し悪しの前に捉える。 TAL Operationalisation：状態や構成が異なるものになる変化を扱う。"", ""formation"": ""状態や構成が異なるものになる変化を扱う。"", ""publicDefinition"": ""状態や構成が異なるものになる変化を扱う。""}","{""term"": ""Change"", ""jp"": ""変化・変更"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""前後で何が異なったかを、良し悪しの前に捉える。 差の成立と目標・方向に沿った進みを分ける。"", ""primer"": ""TALでの入口：Episode Deltaを記録するとき、変化そのものに良し悪しの符号を付けない。"", ""process"": ""比較時点を置く → 同一性の基準を保つ → 差を記述する → 価値判断は別の条件で行う TALでは、Episode Deltaを記録するとき、変化そのものに良し悪しの符号を付けない。"", ""integration"": ""一般概念：前後で何が異なったかを、良し悪しの前に捉える。 TAL Operationalisation：状態や構成が異なるものになる変化を扱う。"", ""formation"": ""状態や構成が異なるものになる変化を扱う。"", ""publicDefinition"": ""状態や構成が異なるものになる変化を扱う。""}",CTIの認識再構成と一般的な変化を分ける。情動や好みの変化だけで再構成を確定せず、変わったことを改善とも同一化しない。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-progress,Retained after audit,Progress,Progress,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Progress"", ""jp"": ""進展・進歩"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの方向・目標に向けて進んだと判断しているか。 目標へ近づくことと、他の基準を含む改善は同一でない。"", ""primer"": ""TALでの入口：何を進歩の方向とするかを明示し、個別指標の改善と混ぜない。"", ""process"": ""目標・方向を明示する → 到達位置を比べる → 犠牲になる軸を問う → 方向の正当性も再検討する TALでは、何を進歩の方向とするかを明示し、個別指標の改善と混ぜない。"", ""integration"": ""一般概念：どの方向・目標に向けて進んだと判断しているか。 TAL Operationalisation：目的や方向への前進と解釈される変化を扱う。"", ""formation"": ""目的や方向への前進と解釈される変化を扱う。"", ""publicDefinition"": ""目的や方向への前進と解釈される変化を扱う。""}","{""term"": ""Progress"", ""jp"": ""進展・進歩"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの方向・目標に向けて進んだと判断しているか。 目標へ近づくことと、他の基準を含む改善は同一でない。"", ""primer"": ""TALでの入口：何を進歩の方向とするかを明示し、個別指標の改善と混ぜない。"", ""process"": ""目標・方向を明示する → 到達位置を比べる → 犠牲になる軸を問う → 方向の正当性も再検討する TALでは、何を進歩の方向とするかを明示し、個別指標の改善と混ぜない。"", ""integration"": ""一般概念：どの方向・目標に向けて進んだと判断しているか。 TAL Operationalisation：目的や方向への前進と解釈される変化を扱う。"", ""formation"": ""目的や方向への前進と解釈される変化を扱う。"", ""publicDefinition"": ""目的や方向への前進と解釈される変化を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-optimization,Retained after audit,Optimisation,Optimisation,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Optimisation"", ""jp"": ""最適化"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの目的関数と制約の下で、より望ましい解を探すか。 設定した目的への最適化と、広い価値の改善を区別する。"", ""primer"": ""TALでの入口：視聴維持や処理速度の最適化を、Framework全体の高度化と同一視しない。"", ""process"": ""目的・制約を定める → 候補を探索する → 指標で比較する → 妥当性・副作用・探索限界を確認する TALでは、視聴維持や処理速度の最適化を、Framework全体の高度化と同一視しない。"", ""integration"": ""一般概念：どの目的関数と制約の下で、より望ましい解を探すか。 TAL Operationalisation：目的関数と制約のもとで選択を調整する操作を扱う。"", ""formation"": ""目的関数と制約のもとで選択を調整する操作を扱う。"", ""publicDefinition"": ""目的関数と制約のもとで選択を調整する操作を扱う。""}","{""term"": ""Optimisation"", ""jp"": ""最適化"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""どの目的関数と制約の下で、より望ましい解を探すか。 設定した目的への最適化と、広い価値の改善を区別する。"", ""primer"": ""TALでの入口：視聴維持や処理速度の最適化を、Framework全体の高度化と同一視しない。"", ""process"": ""目的・制約を定める → 候補を探索する → 指標で比較する → 妥当性・副作用・探索限界を確認する TALでは、視聴維持や処理速度の最適化を、Framework全体の高度化と同一視しない。"", ""integration"": ""一般概念：どの目的関数と制約の下で、より望ましい解を探すか。 TAL Operationalisation：目的関数と制約のもとで選択を調整する操作を扱う。"", ""formation"": ""目的関数と制約のもとで選択を調整する操作を扱う。"", ""publicDefinition"": ""目的関数と制約のもとで選択を調整する操作を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-development,Retained after audit,Development,Development,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Development"", ""jp"": ""発達・発展・開発"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何が形成され、能力や構成が展開していくか。 形成・展開は、必ずしもすべての関係者にとって改善ではない。"", ""primer"": ""TALでの入口：長期シリーズが展開したことと、構造が改善・高度化したことを分ける。"", ""process"": ""初期条件を読む → 構成・能力の形成を追う → 環境との相互作用を調べる → 評価は基準を添える TALでは、長期シリーズが展開したことと、構造が改善・高度化したことを分ける。"", ""integration"": ""一般概念：何が形成され、能力や構成が展開していくか。 TAL Operationalisation：形成・展開・成熟の過程を扱う。"", ""formation"": ""形成・展開・成熟の過程を扱う。"", ""publicDefinition"": ""形成・展開・成熟の過程を扱う。""}","{""term"": ""Development"", ""jp"": ""発達・発展・開発"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何が形成され、能力や構成が展開していくか。 形成・展開は、必ずしもすべての関係者にとって改善ではない。"", ""primer"": ""TALでの入口：長期シリーズが展開したことと、構造が改善・高度化したことを分ける。"", ""process"": ""初期条件を読む → 構成・能力の形成を追う → 環境との相互作用を調べる → 評価は基準を添える TALでは、長期シリーズが展開したことと、構造が改善・高度化したことを分ける。"", ""integration"": ""一般概念：何が形成され、能力や構成が展開していくか。 TAL Operationalisation：形成・展開・成熟の過程を扱う。"", ""formation"": ""形成・展開・成熟の過程を扱う。"", ""publicDefinition"": ""形成・展開・成熟の過程を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-refinement,Retained after audit,Refinement,Refinement,productionImplication / completionScope / contentRevision / claimEvidence / editorialReviewStatus,"{""term"": ""Refinement"", ""jp"": ""精緻化・洗練・調整"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""既存のものをどの細部・精度・整合性で詰めるか。 形成全体と、既存案の精度・整合性を詰める焦点を分ける。"", ""primer"": ""TALでの入口：音や編集の精密化が、統合や認知的帰結まで変えたかを問う。"", ""process"": ""既存案を評価する → 粗さ・不整合を特定する → 細部を調整する → 全体への効果を確かめる TALでは、音や編集の精密化が、統合や認知的帰結まで変えたかを問う。"", ""integration"": ""一般概念：既存のものをどの細部・精度・整合性で詰めるか。 TAL Operationalisation：既存構成の細部や精度を調整する操作を扱う。"", ""formation"": ""既存構成の細部や精度を調整する操作を扱う。"", ""publicDefinition"": ""既存構成の細部や精度を調整する操作を扱う。""}","{""term"": ""Refinement"", ""jp"": ""精緻化・洗練・調整"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""既存のものをどの細部・精度・整合性で詰めるか。 形成全体と、既存案の精度・整合性を詰める焦点を分ける。"", ""primer"": ""TALでの入口：音や編集の精密化が、統合や認知的帰結まで変えたかを問う。"", ""process"": ""既存案を評価する → 粗さ・不整合を特定する → 細部を調整する → 全体への効果を確かめる TALでは、音や編集の精密化が、統合や認知的帰結まで変えたかを問う。"", ""integration"": ""一般概念：既存のものをどの細部・精度・整合性で詰めるか。 TAL Operationalisation：既存構成の細部や精度を調整する操作を扱う。"", ""formation"": ""既存構成の細部や精度を調整する操作を扱う。"", ""publicDefinition"": ""既存構成の細部や精度を調整する操作を扱う。""}",既存5段階を保持。今回の変更は共有Methodologyの分離・参照ラベル等の整合のみ。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
bridge-criterion,Second-pass formal connection retrofit,Criterion,Criterion,relations / provenance / productionImplication / revision / boundarySummary / completionScope / contentRevision / claimEvidence / formalConnection / checks / recognitionDelta / editorialReviewStatus,"{""term"": ""Criterion"", ""jp"": ""判断基準・評価軸"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何について判断するか、どの条件でよしとするか。 判断軸・条件と、共有された規則・期待水準を区別する。"", ""primer"": ""TALでの入口：評価軸を提示してから作品を比較し、参照作品そのものを基準の定義にしない。"", ""process"": ""判断の問いを置く → 軸・条件を明示する → 観察可能な根拠に結ぶ → 基準の妥当性を問う TALでは、評価軸を提示してから作品を比較し、参照作品そのものを基準の定義にしない。"", ""integration"": ""一般概念：何について判断するか、どの条件でよしとするか。 TAL Operationalisation：何について判断するかを定める軸・条件を扱う。"", ""formation"": ""何について判断するかを定める軸・条件を扱う。"", ""publicDefinition"": ""何について判断するかを定める軸・条件を扱う。""}","{""term"": ""Criterion"", ""jp"": ""判断基準・評価軸"", ""layer"": ""Case-dependent"", ""frameworkStatus"": ""Supplementary"", ""guidance"": ""何について判断するか、どの条件でよしとするか。 判断軸・条件と、共有された規則・期待水準を区別する。"", ""primer"": ""TALでの入口：評価軸を提示してから作品を比較し、参照作品そのものを基準の定義にしない。"", ""process"": ""判断の問いを置く → 軸・条件を明示する → 観察可能な根拠に結ぶ → 基準の妥当性を問う TALでは、評価軸を提示してから作品を比較し、参照作品そのものを基準の定義にしない。"", ""integration"": ""一般概念：何について判断するか、どの条件でよしとするか。 TAL Operationalisation：何について判断するかを定める軸・条件を扱う。"", ""formation"": ""何について判断するかを定める軸・条件を扱う。"", ""publicDefinition"": ""何について判断するかを定める軸・条件を扱う。""}",CTIの変化を良い変化と判断するには、何を良しとするかの軸が要る。PDFは名称・問いを示すが詳細アンカーや閾値は示さない。,Anime:JudgementSystem.pdf p.1 + Work Prompt + v0.2 Public baseline,"2026-09-16 (receipt/inspection, not framework establishment)",Editorial / retained public proposal,v0.151 unchanged where present; full public v0.2 snapshot retained,Preserved exact object/base64
